date,forecast_mode,risk_alpha,scenario_k,soc_start_kwh,soc_end_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,unused_plan_kwh,emergency_kwh,used_full_day_actual_lp,future_actuals_in_optimizer,pass,fallback_reason,include_value_cuts
2025-11-15,m1,0.6,8,6002.337652789678,8438.273846186288,19745.816623285733,3534.071212002215,23279.887835287947,862.5634408169939,1028.188336402442,False,False,True,,True
2025-11-16,m1,0.6,8,8438.273846186288,8350.91571095186,46257.673352114805,10728.282625667245,56985.955977782054,737.3727026536912,2862.9541950687394,False,False,True,,True
2025-11-17,m1,0.6,8,8350.91571095186,8587.945503262317,46645.790276234125,4866.278106153974,51512.0683823881,1412.5431026098443,1340.3764688620308,False,False,True,,True
2025-11-18,m1,0.6,8,8587.945503262317,8411.652219072752,46295.251224512045,8418.230401386467,54713.48162589851,453.8691776018853,2738.145103046112,False,False,True,,True
2025-11-19,m3,0.6,8,8411.652219072752,8302.679281650204,46953.66896737762,8747.887564181234,55701.556531558854,544.2334723836547,2315.73573725281,False,False,True,,True
2025-11-20,m3,0.6,8,8302.679281650204,6359.117832045632,46429.0252393758,6434.830413593227,52863.855652969025,894.5220376045716,1852.7629105090332,False,False,True,,True
2025-11-21,m3,0.6,8,6359.117832045632,6475.469728843039,18674.490693538286,2824.7437163550453,21499.23440989333,691.4497698574639,1117.3789046365846,False,False,True,,True
2025-11-22,m3,0.6,8,6475.469728843039,8347.962150008023,19829.63881843394,2939.0702144492966,22768.70903288324,1239.1868670153294,891.0206370297276,False,False,True,,True
2025-11-23,m3,0.6,8,8347.962150008023,8446.221110916742,48096.60077109922,8451.04881238532,56547.64958348454,1563.1129942716727,2211.888208999112,False,False,True,,True
2025-11-24,m3,0.6,8,8446.221110916742,8253.890675802244,48007.913435061666,5235.125796134853,53243.03923119652,2215.038535127912,1317.9314279575276,False,False,True,,True
2025-11-25,m3,0.6,8,8253.890675802244,8364.623085481886,47982.78414892893,5232.759509136094,53215.54365806502,211.2901896090301,1634.6157824449856,False,False,True,,True
2025-11-26,m3,0.6,8,8364.623085481886,8450.544275958362,48177.52553791149,7409.988312512834,55587.51385042432,575.8304053566939,2280.5741141830968,False,False,True,,True
2025-11-27,m3,0.6,8,8450.544275958362,6736.516411791196,47608.9479352519,5335.458842756461,52944.40677800836,1054.5756750136652,1399.6613595566978,False,False,True,,True
2025-11-28,m3,0.6,8,6736.516411791196,6605.566230370272,19314.99957072061,2489.3510515108983,21804.350622231508,1152.2469885075884,783.0212881454927,False,False,True,,True
2025-11-29,m3,0.6,8,6605.566230370272,8305.736934775286,20253.607009724466,9413.065675244125,29666.67268496859,930.3397446189871,3425.2677270131885,False,False,True,,True
2025-11-30,m3,0.6,8,8305.736934775286,8333.331539308037,49825.36348456143,10910.56733620614,60735.93082076757,419.2615712270566,3184.9640462036477,False,False,True,,True
2025-12-01,m3,0.6,8,8333.331539308037,8232.619980497626,50201.9217573091,29859.476857050533,80061.39861435964,173.30915160085192,8224.928141687371,False,False,True,,True
2025-12-02,m3,0.6,8,8232.619980497626,8266.26940441691,50519.13047468584,36744.94859965006,87264.0790743359,19.388473540661266,10090.198294957676,False,False,True,,True
2025-12-03,m1,0.6,8,8266.26940441691,8205.154634373364,50610.7062719022,28689.20768286505,79299.91395476725,110.60501667522601,8639.483703793536,False,False,True,,True
2025-12-04,m1,0.6,8,8205.154634373364,6620.429875884816,50284.33051131572,28122.81741797192,78407.14792928763,58.982156766505796,7734.646428482549,False,False,True,,True
2025-12-05,m1,0.6,8,6620.429875884816,6407.676488023584,20440.37084806716,17183.90178312903,37624.27263119619,61.418767720438666,6018.753796479338,False,False,True,,True
2025-12-06,m1,0.6,8,6407.676488023584,8171.287272772967,21761.65924365759,19340.43474480902,41102.09398846661,215.349829935841,8013.457428730221,False,False,True,,True
2025-12-07,m1,0.6,8,8171.287272772967,8196.214656766146,52197.838811867274,24459.531574666835,76657.37038653411,56.98706710073964,7098.692785155465,False,False,True,,True
2025-12-08,m1,0.6,8,8196.214656766146,8389.53055266599,53295.92313209649,19017.386607015094,72313.30973911159,159.9462546924873,5868.020009437023,False,False,True,,True
2025-12-09,m1,0.6,8,8389.53055266599,8410.009890105997,53388.144678409095,19322.95947059796,72711.10414900706,258.87763051859895,5140.342501098326,False,False,True,,True
2025-12-10,m1,0.6,8,8410.009890105997,8363.088966054649,53200.8750711856,20224.81954886137,73425.69462004697,44.52311452389404,6091.082562832418,False,False,True,,True
2025-12-11,m1,0.6,8,8363.088966054649,7231.725501639207,53019.86579129369,13166.524380375846,66186.39017166954,579.5892337705383,3923.8213775216846,False,False,True,,True
2025-12-12,m1,0.6,8,7231.725501639207,7208.635235518064,21168.84486240337,16044.165445322073,37213.010307725446,102.41586819914721,7032.851154265279,False,False,True,,True
2025-12-13,m1,0.6,8,7208.635235518064,8360.735995813553,22269.818966891336,15196.628870541972,37466.44783743331,193.92016413972408,6513.01522077456,False,False,True,,True
2025-12-14,m1,0.6,8,8360.735995813553,8361.111659615424,54092.33982950902,19149.870980688618,73242.21081019763,107.18692363133664,5485.931296768498,False,False,True,,True
2025-12-15,m1,0.6,8,8361.111659615424,8402.63917035422,55058.53005978426,15646.716888538282,70705.24694832254,132.22999006468956,4534.72096535784,False,False,True,,True
2025-12-16,m1,0.6,8,8402.63917035422,8384.68247075302,55469.89160420308,14846.824042424565,70316.71564662765,417.2581842220495,4245.321804337545,False,False,True,,True
2025-12-17,m2,0.7,8,8384.68247075302,8504.62469188661,55615.42978214901,10986.16076251155,66601.59054466056,590.884910203927,3023.186328763169,False,False,True,,True
2025-12-18,m2,0.7,8,8504.62469188661,6750.811496918125,54553.906406028356,10827.975829471023,65381.882235499375,865.4178322042754,3122.7158873128337,False,False,True,,True
2025-12-19,m2,0.7,8,6750.811496918125,7037.828325448607,23552.127196484114,11464.017021210253,35016.14421769437,846.0369647685152,4622.744743375706,False,False,True,,True
2025-12-20,m2,0.7,8,7037.828325448607,8297.653897751588,24170.429667656274,9894.05525754754,34064.48492520381,909.9149939678946,4286.483551410457,False,False,True,,True
2025-12-21,m2,0.7,8,8297.653897751588,8498.928538098855,55820.44748754956,12747.012980483514,68567.46046803307,244.40878570858547,3642.878978895609,False,False,True,,True
2025-12-22,m2,0.7,8,8498.928538098855,8499.138056237478,57314.698735913495,7504.734362441715,64819.433098355206,1231.935140286435,1905.083360660511,False,False,True,,True
2025-12-23,m2,0.7,8,8499.138056237478,8512.276725466458,57338.04986801009,4304.5656785076535,61642.61554651774,1959.5965016497476,1118.4395555445851,False,False,True,,True
2025-12-24,m2,0.7,8,8512.276725466458,8390.55041161717,56727.22916766133,7485.584278168224,64212.81344582955,1518.3746958171769,1791.5403726484546,False,False,True,,True
2025-12-25,m2,0.7,8,8390.55041161717,7856.744417840776,56573.042349582436,7559.936825796194,64132.97917537863,1445.5963974480505,1893.9130507616103,False,False,True,,True
2025-12-26,m2,0.7,8,7856.744417840776,8200.070975180772,24517.545411236813,7065.407659878363,31582.953071115175,857.648425429733,3026.118413294394,False,False,True,,True
2025-12-27,m2,0.7,8,8200.070975180772,8490.258032263808,24563.38075298014,5816.4115023989025,30379.792255379045,867.5389332921762,2376.6317261670915,False,False,True,,True
2025-12-28,m2,0.7,8,8490.258032263808,8704.060946644497,57143.93363782791,6671.602917774655,63815.536555602564,2664.8011886040276,1722.6507966480335,False,False,True,,True
2025-12-29,m2,0.7,8,8704.060946644497,8350.708733031559,57479.19657597079,3923.5812541865726,61402.77783015736,2362.984260089959,957.641590711432,False,False,True,,True
2025-12-30,m2,0.7,8,8350.708733031559,8565.570647202967,57828.9654875758,3205.3307615246617,61034.29624910046,3392.74474042956,746.6191101429837,False,False,True,,True
2025-12-31,m1,0.6,8,8565.570647202967,1200.0000000493028,53947.362138310025,5179.253938486003,59126.616076796025,935.7603281088457,1315.2097074689143,False,False,True,,True
