date,strategy,load_information_case,pv_mapping_mode,settlement_mode,with_terminal_value,year_end_soc_kwh,year_end_boundary,run_id,total_cost_yuan,settlement_cost_yuan,emergency_cost_yuan,curtailment_kwh,emergency_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,up_adjust_kwh,down_adjust_kwh,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_cd_kwh2,locked_period_violations,runtime_seconds
2025-12-15,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-15__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,80386.6015713987,52516.03587618908,27870.56569520962,0.0,7921.193920958778,25976.532502284404,23341.98173196223,8351.075305457876,8389.968706627229,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,3.9275876369974867
2025-12-15,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-15__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,68489.50861145603,57697.86345662412,10791.645154831906,0.0,3028.9884426857716,25937.669140265883,23307.004706145563,8351.075305457876,8389.968706627229,2,5139.159466145227,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.444858253002167
2025-12-15,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-15__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,68489.50861145603,57697.86345662412,10791.645154831906,0.0,3028.9884426857716,25937.669140265883,23307.004706145563,8351.075305457876,8389.968706627229,2,5139.159466145227,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.124396456998511
2025-12-15,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-15__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,68017.03607910484,58102.54484739443,9914.491231710417,0.0,2778.867501285144,25937.669147552013,23307.004712703078,8351.075305457876,8389.968706627229,1,5575.190723552247,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.107037776000652
2025-12-15,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-15__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,68017.03607910484,58102.54484739443,9914.491231710417,0.0,2778.867501285144,25937.669147552013,23307.004712703078,8351.075305457876,8389.968706627229,1,5575.190723552247,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.053881690000708
2025-12-15,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-15__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,76136.60928244324,54411.834607670586,21724.77467477266,0.0,6012.470146891843,25789.43293233018,23173.592119000252,8351.07530545453,8389.968706627229,1,1967.938030960045,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,3.9799627829997917
2025-12-15,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-15__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,76136.60928244324,54411.834607670586,21724.77467477266,0.0,6012.470146891843,25789.43293233018,23173.592119000252,8351.07530545453,8389.968706627229,1,1967.938030960045,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.091481019000639
2025-12-15,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-15__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,80386.6015713987,52516.03587618908,27870.56569520962,0.0,7921.193920958778,25976.532502284404,23341.98173196223,8351.075305457876,8389.968706627229,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.033868272999825
2025-12-15,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-15__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,80386.6015713987,52516.03587618908,27870.56569520962,0.0,7921.193920958778,25976.532502284404,23341.98173196223,8351.075305457876,8389.968706627229,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.030314084000565
2025-12-16,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-16__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,67053.60437184443,56463.47389023147,10590.130481612961,0.0,3324.0634875671312,25638.585328388737,23195.566239852655,8389.968706627229,8262.592748231942,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.076784760996816
