date,period,time,forecast_load_kwh,actual_load_kwh,source_dates,is_current_execution_period,abs_error_kwh,load_information_case,snapshot
2025-12-01,75,12:40,981.5685291666665,1041.67335,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,60.10482083333352,causal_load_main,day_ahead_planning
2025-12-01,76,12:50,1013.501025,1057.4497166666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,43.94869166666649,causal_load_main,day_ahead_planning
2025-12-01,77,13:00,1065.8158333333333,1116.8216666666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,51.005833333333385,causal_load_main,day_ahead_planning
2025-12-01,78,13:10,1044.9918291666665,1113.0521666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,68.06033750000006,causal_load_main,day_ahead_planning
2025-12-01,79,13:20,1039.6536166666665,1087.70445,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,48.05083333333346,causal_load_main,day_ahead_planning
2025-12-01,80,13:30,1062.5549999999998,1084.6183333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,22.063333333333503,causal_load_main,day_ahead_planning
2025-12-01,81,13:40,1038.2800124999999,1100.8883833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,62.60837083333331,causal_load_main,day_ahead_planning
2025-12-01,82,13:50,1025.8725541666665,1094.3294666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,68.45691250000004,causal_load_main,day_ahead_planning
2025-12-01,83,14:00,1043.31,1072.3116666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,29.00166666666655,causal_load_main,day_ahead_planning
2025-12-01,84,14:10,1045.1849708333334,1080.07785,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,34.89287916666649,causal_load_main,day_ahead_planning
2025-12-01,85,14:20,1036.3404333333333,1080.5821666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,44.241733333333286,causal_load_main,day_ahead_planning
2025-12-01,86,14:30,1027.58375,1063.9166666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,36.332916666666506,causal_load_main,day_ahead_planning
2025-12-01,87,14:40,1021.9042083333331,1060.9459833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,39.04177500000014,causal_load_main,day_ahead_planning
2025-12-01,88,14:50,1020.6361291666666,1071.7387833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,51.10265416666664,causal_load_main,day_ahead_planning
2025-12-01,89,15:00,1022.1195833333334,1077.8183333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,55.69874999999979,causal_load_main,day_ahead_planning
2025-12-01,90,15:10,1023.7794958333333,1064.357,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,40.5775041666667,causal_load_main,day_ahead_planning
2025-12-01,91,15:20,1029.3425291666667,1069.8539166666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,40.51138749999973,causal_load_main,day_ahead_planning
2025-12-01,92,15:30,1028.52,1088.715,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,60.194999999999936,causal_load_main,day_ahead_planning
2025-12-01,93,15:40,1008.8753749999998,1072.5141833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,63.63880833333337,causal_load_main,day_ahead_planning
2025-12-01,94,15:50,1009.4788708333333,1031.9546333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,22.475762499999973,causal_load_main,day_ahead_planning
2025-12-01,95,16:00,1028.2604166666665,1000.0683333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,28.192083333333244,causal_load_main,day_ahead_planning
2025-12-01,96,16:10,1024.2693166666666,1004.1150833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,20.15423333333331,causal_load_main,day_ahead_planning
2025-12-01,97,16:20,1016.9025208333333,1021.3413999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,4.438879166666652,causal_load_main,day_ahead_planning
2025-12-01,98,16:30,1021.1241666666665,1033.0766666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,11.9525000000001,causal_load_main,day_ahead_planning
2025-12-01,99,16:40,1029.925225,1038.34505,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,8.419824999999946,causal_load_main,day_ahead_planning
2025-12-01,100,16:50,1029.6718208333334,1039.9741833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,10.302362499999845,causal_load_main,day_ahead_planning
2025-12-01,101,17:00,1023.6591666666667,1034.1366666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,10.47749999999985,causal_load_main,day_ahead_planning
2025-12-01,102,17:10,1024.3712458333334,1014.1771666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,10.194079166666825,causal_load_main,day_ahead_planning
2025-12-01,103,17:20,1010.1829708333332,992.5434166666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,17.639554166666585,causal_load_main,day_ahead_planning
2025-12-01,104,17:30,1009.7241666666666,1002.9916666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,6.732500000000073,causal_load_main,day_ahead_planning
2025-12-01,105,17:40,1049.628325,1046.1220833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,3.5062416666667104,causal_load_main,day_ahead_planning
2025-12-01,106,17:50,927.0788208333333,936.8248833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,9.746062499999994,causal_load_main,day_ahead_planning
2025-12-01,107,18:00,710.4691666666668,732.7416666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,22.27249999999981,causal_load_main,day_ahead_planning
2025-12-01,108,18:10,688.3355041666667,692.4789999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,4.143495833333191,causal_load_main,day_ahead_planning
2025-12-01,109,18:20,719.9747375,724.6868166666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,4.712079166666626,causal_load_main,day_ahead_planning
2025-12-01,110,18:30,714.6833333333333,729.7466666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,15.063333333333276,causal_load_main,day_ahead_planning
2025-12-01,111,18:40,723.5625416666666,706.6110833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,16.95145833333322,causal_load_main,day_ahead_planning
2025-12-01,112,18:50,723.2002083333333,715.0662833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,8.133924999999977,causal_load_main,day_ahead_planning
2025-12-01,113,19:00,714.7479166666667,741.6566666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,26.908749999999827,causal_load_main,day_ahead_planning
2025-12-01,114,19:10,727.3512583333334,718.0547833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,9.2964750000001,causal_load_main,day_ahead_planning
2025-12-01,115,19:20,724.7735166666666,703.49475,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,21.278766666666684,causal_load_main,day_ahead_planning
2025-12-01,116,19:30,710.4387499999999,718.8566666666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,8.41791666666677,causal_load_main,day_ahead_planning
2025-12-01,117,19:40,725.0346541666667,724.6165666666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,0.418087499999956,causal_load_main,day_ahead_planning
2025-12-01,118,19:50,734.0952083333333,724.30345,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,9.791758333333291,causal_load_main,day_ahead_planning
2025-12-01,119,20:00,724.5429166666667,729.4383333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,4.89541666666662,causal_load_main,day_ahead_planning
2025-12-01,120,20:10,718.6988791666666,743.7272666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,25.028387499999894,causal_load_main,day_ahead_planning
2025-12-01,121,20:20,717.3550583333333,753.6858666666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,36.33080833333338,causal_load_main,day_ahead_planning
2025-12-01,122,20:30,717.02,738.26,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,21.24000000000001,causal_load_main,day_ahead_planning
2025-12-01,123,20:40,718.1864125,692.6544999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,25.53191250000009,causal_load_main,day_ahead_planning
2025-12-01,124,20:50,729.9680958333333,686.5945166666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,43.37357916666667,causal_load_main,day_ahead_planning
2025-12-01,125,21:00,737.9779166666667,722.9133333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,15.06458333333353,causal_load_main,day_ahead_planning
2025-12-01,126,21:10,718.1621958333333,735.8394166666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,17.677220833333422,causal_load_main,day_ahead_planning
2025-12-01,127,21:20,708.7763458333333,727.9590833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,19.18273750000003,causal_load_main,day_ahead_planning
2025-12-01,128,21:30,727.9537499999999,732.2683333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,4.314583333333303,causal_load_main,day_ahead_planning
2025-12-01,129,21:40,744.3187458333333,758.6890333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,14.370287500000018,causal_load_main,day_ahead_planning
2025-12-01,130,21:50,678.0815291666667,684.3416333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,6.260104166666565,causal_load_main,day_ahead_planning
2025-12-01,131,22:00,567.3695833333334,558.115,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,9.254583333333358,causal_load_main,day_ahead_planning
2025-12-01,132,22:10,536.9439791666666,556.4476333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,19.503654166666706,causal_load_main,day_ahead_planning
2025-12-01,133,22:20,541.7441125,553.17765,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,11.433537499999943,causal_load_main,day_ahead_planning
2025-12-01,134,22:30,541.6520833333332,517.5866666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,24.06541666666658,causal_load_main,day_ahead_planning
2025-12-01,135,22:40,544.3724208333333,549.8197666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,5.447345833333316,causal_load_main,day_ahead_planning
2025-12-01,136,22:50,553.2936374999999,583.4371166666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,30.14347916666668,causal_load_main,day_ahead_planning
