current_date,target_date,issue_hour,pv_mapping_mode,soc_sample_kwh,virtual_next_day_cost_yuan,value_subgradient_yuan_per_kwh,certified_max_gap_yuan,bundle_sample_count,information
2025-06-21,2025-06-22,0,linear_anchor_main,7916.746839258588,39779.46560172508,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,8527.11293175291,39505.024425255135,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,9678.88887082459,38989.429377242246,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,10009.430584957972,38841.524425254625,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,10301.700226140345,38718.443683147416,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,10800.0,38508.93691217738,-0.40499289993776433,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,1200.0,43801.56978658464,-0.4544192997661961,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,2850.385326518956,43052.31117549683,-0.4534706164681456,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,3709.580558841014,42662.79815466258,-0.4525219331700951,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,5876.908642691462,41683.602842162916,-0.45104620359534986,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,7916.746839256558,40765.08568530051,-0.4499921110419604,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,8527.112931755786,40490.64450882835,-0.44777851667984253,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,9668.470780282401,39979.71116345687,-0.44746228891382567,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,10009.430584957972,39827.14450882913,-0.4211205160046231,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,10293.765885432333,39707.405080375036,-0.4211205160046231,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,step_hourly_sensitivity,10800.0,39494.74988559887,-0.4052775049271795,0.7992968171674875,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,1200.0,42732.12051726215,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,2850.3853265227904,41982.86190617259,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,3709.580558843171,41593.34888533911,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,5876.908642692508,40614.15357283995,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,7916.746839256558,39695.636415978006,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,8527.11293175291,39421.19523950714,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,9678.322510786566,38905.85361625322,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,10009.430584957972,38757.69523950663,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,6,linear_anchor_main,10301.041089327662,38634.8920734341,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
