date,normal_purchase_cost_yuan,emergency_cost_yuan,total_cost_yuan,normal_purchase_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_balance_residual_kwh,max_simultaneous_cd_kwh2,solve_seconds,pass
2025-01-15,58629.17718329096,0.0,58629.17718329096,92749.64129569833,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005185125017305836,True
2025-01-16,57946.37834756268,0.0,57946.37834756268,91672.83698643906,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.0053599170059897006,True
2025-01-17,22999.71739870353,0.0,22999.71739870353,44731.54654199461,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.0054246670042630285,True
2025-01-18,23371.09241371057,0.0,23371.09241371057,45249.370019772396,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005229875008808449,True
2025-01-19,57550.02004846649,0.0,57550.02004846649,91361.43136792054,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005245249980362132,True
2025-01-20,57105.48150459697,0.0,57105.48150459697,90676.10800991516,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0052851669897791,True
2025-01-21,53747.5184237477,0.0,53747.5184237477,85985.54324510034,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005274249997455627,True
2025-01-22,57533.00838815317,0.0,57533.00838815317,91577.88068643905,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0054810829751659185,True
2025-01-23,57878.587345243635,0.0,57878.587345243635,92230.83155435961,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0053182500123512,True
2025-01-24,21508.86670339779,0.0,21508.86670339779,41859.90194569832,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005170083022676408,True
2025-01-25,20931.060856898966,0.0,20931.060856898966,40439.29432162424,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005111208010930568,True
2025-01-26,56388.11522765589,0.0,56388.11522765589,90317.00765621146,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005212666990701109,True
2025-01-27,53878.96671743937,0.0,53878.96671743937,86772.50436236497,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005706249998183921,True
2025-01-28,55931.19454251755,0.0,55931.19454251755,89597.37938954477,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005291208013659343,True
2025-01-29,51691.056839166005,0.0,51691.056839166005,83842.62043954477,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.00530908300424926,True
2025-01-30,53893.20555540436,0.0,53893.20555540436,86234.96454510035,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005206250003539026,True
2025-01-31,20840.2885177152,0.0,20840.2885177152,40740.21530866128,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004948791989590973,True
2025-02-01,18895.933135343577,0.0,18895.933135343577,36595.06668130766,0.0,352.7133707945187,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005027625011280179,True
2025-02-02,49854.04715262602,0.0,49854.04715262602,80777.10577102627,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.4210854715202004e-13,0.0,0.0050373750273138285,True
2025-02-03,51113.359195862875,0.0,51113.359195862875,82692.65905250775,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005104207986732945,True
2025-02-04,51980.93139625067,0.0,51980.93139625067,83772.42962843367,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004992499976651743,True
2025-02-05,51411.99227774082,0.0,51411.99227774082,83193.1744543596,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005040499992901459,True
2025-02-06,51093.326882774374,0.0,51093.326882774374,82768.58597287812,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005108915996970609,True
2025-02-07,18493.882582928945,0.0,18493.882582928945,35963.24486093729,0.0,2280.114720794517,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004882209002971649,True
2025-02-08,17966.198611753607,0.0,17966.198611753607,34908.39305352988,0.0,1536.260520794522,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0049157920002471656,True
2025-02-09,50501.477588321046,0.0,50501.477588321046,82054.3878006559,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0050724580069072545,True
2025-02-10,46858.542024151466,0.0,46858.542024151466,76716.22610310573,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005088709003757685,True
2025-02-11,47688.51225782978,0.0,47688.51225782978,77604.54280621145,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005099041998619214,True
2025-02-12,47810.0032868847,0.0,47810.0032868847,77714.08793398923,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0050688750052358955,True
2025-02-13,44816.386809399584,0.0,44816.386809399584,73587.84404324851,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005061790987383574,True
2025-02-14,17617.61103670802,0.0,17617.61103670802,34250.306505381726,0.0,2688.01180412785,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004915666999295354,True
2025-02-15,17671.560458667867,0.0,17671.560458667867,34240.47834797433,0.0,3236.514020794517,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.0049179580237250775,True
2025-02-16,47579.83831182167,0.0,47579.83831182167,77721.59612472999,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005066874990006909,True
2025-02-17,44565.261817462364,0.0,44565.261817462364,73426.32858769293,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005101374990772456,True
2025-02-18,45190.43725337692,0.0,45190.43725337692,74384.63383898923,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.0052639589994214475,True
2025-02-19,46064.922576363686,0.0,46064.922576363686,75248.41886732256,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005059333983808756,True
2025-02-20,44551.84980611332,0.0,44551.84980611332,73263.01769014276,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005058916023699567,True
2025-02-21,16745.352436003574,0.0,16745.352436003574,33054.991072048404,0.0,5792.700487461183,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004816500004380941,True
2025-02-22,16971.54730168842,0.0,16971.54730168842,33190.05102760396,0.0,3670.5833041278515,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004992291011149064,True
2025-02-23,44742.960337101846,0.0,44742.960337101846,73820.71859940203,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005471791984746233,True
2025-02-24,42712.144567001735,0.0,42712.144567001735,70433.51031547072,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.006479291012510657,True
2025-02-25,41241.0528243943,0.0,41241.0528243943,68033.69720806331,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005395541986217722,True
2025-02-26,42919.895470762385,0.0,42919.895470762385,71065.9878080633,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005149167001945898,True
2025-02-27,42416.800255706185,0.0,42416.800255706185,69199.9011771798,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005173499986995012,True
2025-02-28,16222.981034253393,0.0,16222.981034253393,31986.42497019655,0.0,7050.568504127856,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004851584002608433,True
2025-03-01,15799.322423716356,0.0,15799.322423716356,30754.165888715066,0.0,5517.0604504241455,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.00493558298330754,True
2025-03-02,45335.080984209155,0.0,45335.080984209155,74814.60523213739,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005167541996343061,True
