date,n_adjusted_periods,normal_cost_yuan,emergency_cost_yuan,adjustment_delivery_yuan,adjustment_update_clock_yuan,total_delivery_yuan,total_update_clock_yuan,adjustment_gap_yuan,ledger_matches_delivery
2025-06-08,24,36954.15883428557,24540.01125526397,1437.4922067875193,1799.7553512809584,62931.66229633705,63293.925440830484,362.2631444934391,True
2025-06-09,37,46519.37674553447,24385.22284906765,1746.7454138405624,1644.1460100174456,72651.34500844269,72548.74560461957,-102.59940382311675,True
2025-06-10,36,45542.11409998227,21418.640246703802,1004.1271705490959,853.9792448993255,67964.88151723516,67814.73359158539,-150.1479256497704,True
2025-06-11,17,48788.966885513735,23951.370990505326,857.3595940229936,971.4366886591305,73597.69747004205,73711.7745646782,114.07709463613685,True
2025-06-12,5,46081.0834903552,25509.573788394155,80.4416621437811,61.90370852049416,71671.09894089313,71652.56098726986,-18.53795362328694,True
2025-06-13,13,13722.075730203906,19029.294434622097,306.62631498496336,331.77442411452927,33057.996479810965,33083.14458894053,25.14810912956591,True
2025-06-14,18,17522.484526402666,20331.463499605637,277.5474539942169,190.33294643916832,38131.495480002515,38044.280972447465,-87.21450755504856,True
2025-06-15,20,43117.99220787284,12570.020608646777,1482.8592334875034,1847.8080496317975,57170.87205000712,57535.820866151415,364.94881614429414,True
2025-06-16,22,48120.211186830114,19413.24789015114,702.0296559311397,1062.260985576984,68235.4887329124,68595.72006255823,360.2313296458443,True
2025-06-17,21,49601.48598246885,15912.213272859266,1226.5062773687819,1437.8196924469241,66740.20553269688,66951.51894777504,211.31341507814227,True
2025-06-18,34,47266.71853540626,13695.135469136056,1536.0216673924836,1608.8050487281998,62497.8756719348,62570.659053270516,72.78338133571629,True
2025-06-19,42,44620.720762522076,17156.563812383458,2575.4860802768326,2624.1616847656164,64352.770655182365,64401.446259671146,48.67560448878385,True
2025-06-20,11,13726.821774294785,9244.163448835432,205.31566412996432,115.3060038194466,23176.300887260182,23086.291226949666,-90.00966031051772,True
2025-06-21,5,17180.186938406456,4563.641491492906,33.1478087601139,40.113575237358674,21776.976238659474,21783.94200513672,6.965766477244777,True
2025-06-22,32,41919.69078292745,7163.458951750201,1492.2489043629516,1273.6395925459888,50575.3986390406,50356.78932722364,-218.60931181696287,True
2025-06-23,16,45860.14227316236,8422.61510511689,329.1447484691318,427.74129182129644,54611.90212674838,54710.49867010055,98.59654335216464,True
2025-06-24,45,52767.08448516886,7702.564185188187,906.8011202361147,831.4425299655453,61376.44979059316,61301.09120032259,-75.35859027056938,True
2025-06-25,33,48215.575916673915,5954.069671400963,1240.2594922922874,970.0582516720453,55409.90508036718,55139.70383974692,-270.20124062024206,True
2025-06-26,23,45594.95517349811,6590.089633791379,1047.9466752744145,1343.3909519846159,53232.991482563906,53528.4357592741,295.4442767102014,True
2025-06-27,16,14413.883060459,4317.0032884919965,428.66915376085956,199.913678062393,19159.555502711857,18930.800027013393,-228.75547569846657,True
2025-06-28,18,18724.94357144485,1869.9080081404402,217.91238412540682,184.0074959536035,20812.7639637107,20778.859075538894,-33.90488817180332,True
2025-06-29,44,43854.78157994126,5348.5769601559805,1822.580135423831,1495.6370202346227,51025.938675521065,50698.99556033186,-326.94311518920836,True
2025-06-30,36,48225.110113008355,2385.6586387203024,200.4244250959498,174.85071072421013,50811.19317682461,50785.619462452865,-25.57371437173967,True
2025-07-01,37,48247.593318301784,56139.15337350839,1420.424796000382,1444.6041824284735,105807.17148781056,105831.35087423863,24.179386428091448,True
2025-07-02,7,46312.24799074062,50655.86936773815,579.4327625097208,560.18690096118,97547.55012098851,97528.30425943996,-19.245861548540802,True
2025-07-03,33,50616.625200395225,53102.822642137005,1081.116062065776,1257.0720123717006,104800.563904598,104976.51985490392,175.9559503059245,True
2025-07-04,4,17405.08723582293,39653.703735119,18.431171505599853,9.736801262153337,57077.22214244753,57068.52777220409,-8.694370243446516,True
2025-07-05,4,20361.819584514164,39621.17815433699,33.63416384238596,32.77202471053548,60016.63190269353,60015.769763561686,-0.8621391318504763,True
2025-07-06,39,47876.94702798508,51475.59839607255,2755.801052173404,3046.0003135049747,102108.34647623103,102398.54573756258,290.1992613315706,True
2025-07-07,14,47767.18017338347,45007.36404514384,326.5898793728451,309.0198644292816,93101.13409790017,93083.56408295661,-17.57001494356348,True
2025-07-08,37,49734.548095253085,37933.38822490262,1636.4193727149955,1757.9608218592039,89304.35569287068,89425.8971420149,121.5414491442084,True
2025-07-09,32,49098.84868856214,35400.79029374661,1195.5859958184426,1040.493878004425,85695.2249781272,85540.13286031317,-155.09211781401768,True
2025-07-10,27,48111.46335805132,39915.84052584482,556.8881438192707,463.5136980157588,88584.1920277154,88490.81758191189,-93.37444580351189,True
2025-07-11,17,19496.073879206844,26931.008472391077,372.9651808822537,222.45562229129334,46800.04753248017,46649.53797388921,-150.50955859096038,True
2025-07-12,24,22984.94680225989,23094.868132571508,411.55702786089824,208.6848325586943,46491.37196269229,46288.499767390094,-202.87219530220395,True
2025-07-13,28,41017.14900606445,37014.92300400796,2239.754114821984,1233.9452167902105,80271.82612489439,79266.01722686262,-1005.8088980317734,True
