date,period_index,time_label,q_or_g0_kwh,g_final_kwh,x_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,actual_load_kwh,actual_pv_kwh,actual_price,price_forecast_used,last_update_time,balance_residual_kwh,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
2025-09-07,52,08:50,0.0,0.0,0.0,0.0,0.0,113.29416666666668,0.0,1680.906082138345,1561.4835447125474,1089.3835666666666,976.0894,1.0606,0.9357233392140231,06:00,0.0,0.0,0.0,0.0
2025-09-07,53,09:00,0.0,0.0,0.0,0.0,0.0,90.125,0.0,1561.4835447125474,1466.4834533383223,1094.625,1004.5,1.015,0.9724647513766377,06:00,0.0,0.0,0.0,0.0
2025-09-07,54,09:10,0.0,0.0,0.0,0.0,0.0,55.68384999999989,0.0,1466.4834533383223,1407.7875217092667,1086.2691666666665,1030.5853166666666,0.9945,0.9275975173178664,06:00,0.0,0.0,0.0,0.0
2025-09-07,55,09:20,0.0,0.0,0.0,0.0,0.0,0.0,8.373233333333246,1407.7875217092667,1407.7875217092667,1057.1942666666666,1065.5674999999999,0.9837,0.9059899841206372,06:00,0.0,0.0,0.0,0.0
2025-09-07,56,09:30,0.0,0.0,0.0,0.0,0.0,0.0,69.49750000000017,1407.7875217092667,1407.7875217092667,1039.2399999999998,1108.7375,0.9677,0.9021115396876206,06:00,0.0,0.0,0.0,0.0
2025-09-07,57,09:40,0.0,0.0,0.0,0.0,0.0,0.0,81.31880000000001,1407.7875217092667,1407.7875217092667,1072.9859,1154.3047,0.948,0.821692566128655,06:00,0.0,0.0,0.0,0.0
2025-09-07,58,09:50,0.0,0.0,0.0,0.0,0.0,0.0,106.6529333333333,1407.7875217092667,1407.7875217092667,1095.2699333333333,1201.9228666666666,0.9095,0.875620062590998,06:00,0.0,0.0,0.0,0.0
2025-09-07,59,10:00,0.0,0.0,0.0,0.0,52.63067901234429,0.0,99.21473765432226,1407.7875217092667,1457.7173678533354,1084.6983333333333,1236.5437499999998,0.8899,1.0259572486882738,06:00,-7.105427357601002e-14,0.0,0.0,0.0
2025-09-07,60,10:10,0.0,0.0,0.0,0.0,145.83397638888886,0.0,20.37079027777787,1457.7173678533354,1596.0676255417673,1079.2143666666666,1245.4191333333333,0.9354,0.9990470905424989,06:00,5.684341886080802e-14,0.0,0.0,0.0
2025-09-07,61,10:20,0.0,0.0,0.0,0.0,204.48325,0.0,0.0,1596.0676255417673,1790.057469547855,1081.8147666666666,1286.2980166666666,0.9073,0.9234424864261032,06:00,0.0,0.0,0.0,0.0
2025-09-07,62,10:30,0.0,0.0,0.0,0.0,273.1116666666667,0.0,0.0,1790.057469547855,2049.153946217261,1087.7633333333333,1360.875,0.8203,0.9314766839661404,06:00,0.0,0.0,0.0,0.0
2025-09-07,63,10:40,0.0,0.0,0.0,0.0,97.77776249999968,0.0,221.57482083333363,2049.153946217261,2141.9140764217605,1090.8262833333333,1410.1788666666666,0.803,0.989911321789944,06:00,-2.842170943040401e-14,0.0,0.0,0.0
